PID	Street Address	MBLU	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais	
350	199 DARTMOUTH COLLEGE HY	402/  55/  /  / 	  3767/0941	$52,200	$52,200	15.8	9200	NON PROFIT  MDL-00	RD	1	2016	$0	$52,200	$52,200	$0	01/10/2011	$35,000	12/03/1999	$45,700	$45,700	13:28:11	543
379	130 RIVER RD	402/  81/  /  / 	  3931/0669	$178,600	$178,600	1	1030	MOBILE HOM  MDL-02	RD	1	2016	$60,600	$118,000	$178,600	$0	11/09/2012	$125,000	07/20/2012	$143,300	$143,300	13:28:14	544
383	96 RIVER RD	401/  79/  /  / 	  4102/0209	$5,000	$376,700	76	6235	HWUNR-5	RD	1	2016	$0	$376,700	$376,700	$200,000	12/19/2014			$5,000	$314,100	13:28:15	545
208	47 GOOSE POND RD	401/  19/  /  / 	  2430/0042	$323,000	$323,000	1.2	1010	SINGLE FAM MDL01	RD	1	2016	$180,600	$142,400	$323,000	$0	11/02/1999	$12,000	08/26/1966	$271,100	$271,100	13:28:17	546
222	5 PELTON LN	401/  26/  /  / 	  2421/0725	$437,800	$437,800	5.05	1010	SINGLE FAM MDL01	RD	1	2016	$269,100	$168,700	$437,800	$227,500	09/28/1999	$46,000	10/10/1995	$359,000	$359,000	13:28:19	547
102691	42 HARDSCRABBLE LN	415/  10/  /  / 	  4573/ 775	$1,082,900	$1,214,700	35	1010	SINGLE FAM MDL01	RD	1	2016	$791,100	$423,600	$1,214,700	$0	11/10/2020			$1,074,100	$1,193,600	13:28:21	548
1061	216 BAKER HILL RD	410/  6/  /  / 	  3971/0540	$326,400	$326,400	7.9	1061	ACESRYBLDG  MDL-01	RD	1	2016	$132,200	$194,200	$326,400	$0	04/18/2013	$320,000	02/02/2009	$278,800	$278,800	13:28:23	549
1064	190 BAKER HILL RD	410/  9/  1000/  / 	  2895/0200	$692,200	$1,013,200	55.4	1010	SINGLE FAM MDL01	RD	1	2016	$536,700	$476,500	$1,013,200	$850,000	09/22/2003	$112,942	11/03/1989	$614,000	$905,000	13:28:25	550
1068	172 BAKER HILL RD	410/  10/  1000/  / 	  4188/ 546	$813,500	$956,900	40.52	1010	SINGLE FAM MDL01	RD	1	2016	$620,900	$336,000	$956,900	$0	12/23/2015	$490,000	08/12/1996	$755,900	$885,800	13:28:29	551
325	204 DARTMOUTH COLLEGE HY	402/  31/  /  / 	  2338/0366	$1,001,800	$1,001,800	5.9	3560	PROF ASSOC	RD	1	2016	$750,700	$251,100	$1,001,800	$150,000	08/26/1998	$77,500	05/09/1997	$911,000	$911,000	13:28:32	552
795	121 PINNACLE RD	407/  104/  /  / 	  1475/0329	$397,200	$397,200	3.3	1010	SINGLE FAM MDL01	RD	1	2016	$236,000	$161,200	$397,200	$0				$325,000	$325,000	13:28:34	553
796	153 PINNACLE RD	407/  106/  /  / 	  2211/0032	$149,500	$149,500	0.32	1010	SINGLE FAM MDL01	RD	1	2016	$55,500	$94,000	$149,500	$0	08/05/1996	$4,000	12/14/1994	$101,000	$101,000	13:28:38	554
797	1 ORFORDVILLE RD	407/  107/  /  / 	  4074/0134	$743,600	$743,600	5.1	1080	SFR/ACC UNIT	RD	1	2016	$535,400	$208,200	$743,600	$440,000	08/04/2014			$713,100	$713,100	13:28:39	555
798	11 ORFORDVILLE RD	407/  108/  /  / 	  3834/0242	$154,000	$462,500	183	1060	AC LND IMP	RD	1	2016	$5,400	$457,100	$462,500	$100,000	11/10/2011			$138,400	$417,100	13:28:43	556
801	92 HIGHBRIDGE RD	407/  111/  /  / 	  2572/0510	$611,500	$1,074,800	107.82	1010	SINGLE FAM MDL01	RD	1	2016	$395,700	$679,100	$1,074,800	$260,000	07/23/2001	$100,000	04/29/1992	$577,500	$996,700	13:28:47	557
334	114 RIVER RD	402/  40/  /  / 	  2095/0244	$635,200	$778,000	68.9	1010	SINGLE FAM MDL01	RD	1	2016	$459,600	$318,400	$778,000	$110,000	06/15/1994	$50,000	12/31/1973	$530,200	$659,700	13:28:49	558
336	11 MAPLE LN	402/  42/  /  / 	  1614/0099	$369,000	$369,000	3.4	1010	SINGLE FAM MDL01	RD	1	2016	$210,700	$158,300	$369,000	$26,000	08/13/1986			$325,800	$325,800	13:28:52	559
339	48 SHOESTRAP RD	402/  45/  /  / 	  3804/0607	$293,300	$293,300	0.95	1010	SINGLE FAM MDL01	RD	1	2016	$153,000	$140,300	$293,300	$289,000	07/07/2011	$250,000	03/02/2007	$259,700	$259,700	13:28:54	560
340	38 SHOESTRAP RD	402/  46/  /  / 	  2328/0597	$588,200	$588,200	7.4	1010	SINGLE FAM MDL01	RD	1	2016	$389,200	$199,000	$588,200	$310,000	07/14/1998	$180,000	07/07/1989	$483,200	$483,200	13:28:58	561
341	30 SHOESTRAP RD	402/  47/  /  / 	  4497/ 852	$309,300	$309,300	0.34	1090	MULTI HSES	RD	2	2016	$185,500	$123,800	$309,300	$280,000	01/30/2020			$229,800	$229,800	13:29:00	562
343	28 SHOESTRAP RD	402/  48/  /  / 	  4060/0082	$435,600	$435,600	7	1010	SINGLE FAM MDL01		1	2016	$238,400	$197,200	$435,600	$385,000	06/04/2014	$287,000	01/22/2003	$379,700	$379,700	13:29:02	563
344	16 SHOESTRAP RD	402/  49/  /  / 	002772/0322	$375,000	$770,000	93.00	1010	SINGLE FAM MDL01	RD	1	2016	$265,500	$504,500	$770,000	$0	11/18/2002			$279,100	$630,800	13:29:06	564
345	2 SHOESTRAP RD	402/  50/  /  / 	  4120/0788	$441,600	$441,600	3.78	1010	SINGLE FAM MDL01	RD	1	2016	$288,300	$153,300	$441,600	$274,000	04/13/2015	$13,000	07/06/1959	$367,700	$367,700	13:29:08	565
346	155 DARTMOUTH COLLEGE HY	402/  51/  /  / 	  3150/0794	$416,100	$416,100	0.87	904C	PRI SCHOOL  MDL-94	RD	1	2016	$256,900	$159,200	$416,100	$100,000	06/10/2005	$30,000	08/30/2002	$314,900	$314,900	13:29:11	566
355	215 DARTMOUTH COLLEGE HY	402/  57/  /  / 	  2440/0567	$330,300	$330,300	122.4	9200	NON PROFIT  MDL-00	RD	1	2016	$0	$330,300	$330,300	$0	07/30/1999	$6,476	08/11/1992	$279,100	$279,100	13:29:13	567
348	173 DARTMOUTH COLLEGE HY	402/  53/  /  / 	  3545/0975	$436,800	$436,800	3.18	1010	SINGLE FAM MDL01	RD	1	2016	$287,400	$149,400	$436,800	$0	08/29/2008	$251,000	10/30/2003	$417,300	$417,300	13:29:16	568
349	183 DARTMOUTH COLLEGE HY	402/  54/  /  / 	  1946/0430	$102,600	$102,600	37.3	9200	NON PROFIT  MDL-00	RD	1	2016	$0	$102,600	$102,600	$4,000	12/31/1991			$93,300	$93,300	13:29:18	569
100542	85 DARTMOUTH COLLEGE HY #6010	401/  55/  601/  / 	  2619/0495	$473,800	$473,800	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$473,800	$0	$473,800	$336,000	01/03/2002	$326,500	12/19/2000	$429,200	$429,200	13:29:20	570
351	211 DARTMOUTH COLLEGE HY	402/  56/  /  / 	 00302/0580	$433,600	$433,600	3.1	1010	SINGLE FAM MDL01	RD	1	2016	$284,700	$148,900	$433,600	$510,000	07/10/2006	$220,000	04/17/1996	$391,100	$391,100	13:29:22	571
100543	85 DARTMOUTH COLLEGE HY #8010	401/  55/  801/  / 	  4385/0646	$543,400	$543,400	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$543,400	$0	$543,400	$500,000	08/31/2018	$470,000	02/14/2003	$496,700	$496,700	13:29:24	572
100562	85 DARTMOUTH COLLEGE HY #9010	401/  55/  901/  / 	  4281/0681	$427,400	$427,400	0.00	1021	CONDO NL  MDL-05	BD	2	2016	$427,400	$0	$427,400	$399,000	05/03/2017	$392,000	10/01/2003	$393,600	$393,600	13:29:28	573
100563	85 DARTMOUTH COLLEGE HY #9020	401/  55/  902/  / 	  4366/0325	$340,300	$340,300	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$340,300	$0	$340,300	$359,000	06/11/2018	$295,000	07/15/2014	$313,300	$313,300	13:29:29	574
1127	239 GOOSE POND RD	410/  64/  /  / 	  1467/0966	$161,600	$345,800	30	1060	AC LND IMP	RD	1	2016	$41,400	$304,400	$345,800	$0	04/04/1983			$162,900	$304,000	13:29:32	575
1129	97 PICO RD	410/  66/  /  / 	  4040/0176	$100	$107,900	3.6	6335	OTUNR-5	RD	1	2016	$0	$107,900	$107,900	$0	02/10/2014			$100	$71,800	13:29:34	576
1131	252 GOOSE POND RD	410/  68/  /  / 	  3664/0236	$173,300	$392,300	64.37	1010	SINGLE FAM MDL01	RD	1	2016	$54,200	$338,100	$392,300	$320,000	11/23/2009	$5,500	07/03/1964	$122,100	$320,800	13:29:37	577
1132	240 GOOSE POND RD	410/  69/  /  / 	  1467/0966	$689,000	$1,059,700	79	1010	SINGLE FAM MDL01	RD	1	2016	$525,100	$534,600	$1,059,700	$0	04/04/1983			$672,100	$1,008,400	13:29:41	578
1133	216 GOOSE POND RD	410/  70/  /  / 	  3785/0429	$232,500	$232,500	6.7	1010	SINGLE FAM MDL01	RD	1	2016	$121,200	$111,300	$232,500	$175,500	04/08/2011	$92,000	09/03/1996	$173,900	$173,900	13:29:44	579
1137	176 GOOSE POND RD	410/  74/  /  / 	  1553/0914	$101,500	$101,500	0.6	1030	MOBILE HOM  MDL-02	RD	1	2016	$26,500	$75,000	$101,500	$25,000	07/23/1985			$75,500	$75,500	13:29:46	580
1138	174 GOOSE POND RD	410/  75/  /  / 	  3569/0737	$86,500	$86,500	0.17	1010	SINGLE FAM MDL01	RD	1	2016	$40,000	$46,500	$86,500	$139,000	12/09/2008			$69,300	$69,300	13:29:49	581
1140	321 BAKER HILL RD	410/  77/  /  / 	  4178/ 499	$418,900	$418,900	2.89	1010	SINGLE FAM MDL01	RD	1	2016	$275,600	$143,300	$418,900	$0	12/15/2015	$288,000	01/15/2004	$295,600	$295,600	13:29:52	582
1141	327 BAKER HILL RD	410/  78/  /  / 	  4178/ 499	$3,300	$3,300	0.76	1320	RES ACLNUD	RD	1	2016	$0	$3,300	$3,300	$0	12/15/2015	$288,000	01/15/2004	$3,000	$3,000	13:29:54	583
1142	331 BAKER HILL RD	410/  79/  /  / 	  3991/0369	$220,100	$220,100	7.9	1030	MOBILE HOM  MDL-02	RD	1	2016	$68,200	$151,900	$220,100	$146,000	06/28/2013	$25,000	05/31/2012	$158,400	$158,400	13:29:58	584
1144	347 BAKER HILL RD	410/  80/  /  / 	  4528/ 957	$535,800	$684,000	40.8	1010	SINGLE FAM MDL01	RD	1	2016	$384,800	$299,200	$684,000	$606,700	06/19/2020	$526,000	11/14/2017	$516,700	$701,100	13:30:02	585
1149	311 GOOSE POND RD	411/  4/  /  / 	002672/0796	$335,600	$441,600	24	1010	SINGLE FAM MDL01	RD	1	2016	$165,700	$275,900	$441,600	$2,666	05/24/2002	$184,000	07/15/1997	$257,700	$353,800	13:30:05	586
1150	333 GOOSE POND RD	411/  5/  /  / 	  4445/ 491	$385,800	$385,800	7.4	1010	SINGLE FAM MDL01	RD	1	2016	$195,100	$190,700	$385,800	$375,000	06/25/2019	$360,000	12/17/2010	$381,800	$381,800	13:30:08	587
850	88 POST POND LN	408/  13/  /  / 	 	$185,700	$185,700	0.31	1013	SFR WATER  MDL-01	RD	1	2016	$33,500	$152,200	$185,700	$0				$144,900	$144,900	13:30:09	588
851	86 POST POND LN	408/  14/  /  / 	 	$48,000	$158,000	36	1060	AC LND IMP	RD	1	2016	$1,500	$156,500	$158,000	$0				$39,400	$141,700	13:30:11	589
852	108 POST POND LN	408/  15/  /  / 	  3497/0908	$174,600	$174,600	0.20	1013	SFR WATER  MDL-01	RD	1	2016	$35,100	$139,500	$174,600	$107,000	03/11/2008			$130,400	$130,400	13:30:13	590
853	110 POST POND LN	408/  16/  /  / 	  3231/0744	$204,500	$204,500	0.15	1013	SFR WATER  MDL-01	RD	1	2016	$79,000	$125,500	$204,500	$0	12/06/2005			$168,000	$168,000	13:30:16	591
855	114 POST POND LN	408/  18/  /  / 	  4576/ 498	$171,600	$171,600	0.25	1013	SFR WATER  MDL-01	RD	1	2016	$42,800	$128,800	$171,600	$175,000	11/18/2020	$45,000	06/27/1997	$130,500	$130,500	13:30:19	592
858	60 MASA MOREY LN	408/  21/  /  / 	  4383/0491	$8,700	$290,600	38.5	6516	FARMR-6	RD	1	2016	$0	$290,600	$290,600	$400,000	08/23/2018			$8,700	$266,300	13:30:20	593
860	42 ORFORD RD	408/  23/  /  / 	  3651/0923	$7,000	$422,400	76.4	6234	HWUNR-4	RD	1	2016	$0	$422,400	$422,400	$0	09/28/2009			$7,000	$359,700	13:30:22	594
861	24 ORFORD RD	408/  24/  /  / 	  1965/0976	$342,600	$342,600	1.6	1010	SINGLE FAM MDL01	RD	1	2016	$203,600	$139,000	$342,600	$0	05/11/1992	$19,000	06/12/1972	$323,300	$323,300	13:30:24	595
862	16 ORFORD RD	408/  25/  /  / 	  1557/0186	$1,048,600	$1,048,600	8.97	920C	NON PROFIT  MDL-94	RD	1	2016	$714,500	$334,100	$1,048,600	$0				$1,023,400	$1,023,400	13:30:26	596
863	21 SPRING HILL LN	408/  26/  /  / 	  2253/ 229	$300	$165,600	8.84	6335	OTUNR-5	RD	1	2016	$0	$165,600	$165,600	$835,000	05/30/1997	$10,000	01/31/1997	$300	$123,700	13:30:30	597
864	24 SPRING HILL LN	408/  27/  /  / 	  2253/ 229	$300	$156,600	8.74	6335	OTUNR-5	LCD	1	2016	$0	$156,600	$156,600	$835,000	05/30/1997	$10,000	01/31/1997	$300	$115,500	13:30:32	598
865	60 SPRING HILL LN	408/  28/  /  / 	  2253/ 229	$1,142,000	$1,281,600	43.79	1010	SINGLE FAM MDL01	RD	1	2016	$913,800	$367,800	$1,281,600	$835,000	05/30/1997	$100,000	10/12/1989	$1,082,900	$1,209,500	13:30:34	599
867	60 ROCKY HILL LN	408/  29/  /  / 	  3826/0809	$1,744,200	$1,920,700	42.50	1090	MULTI HSES	RD	3	2016	$1,112,100	$808,600	$1,920,700	$1,500,000	10/13/2011	$925,048	08/14/1991	$1,606,000	$1,766,200	13:30:36	600
868	45 DORCHESTER RD	408/  30/  /  / 	  3522/0112	$491,800	$583,600	25.95	1010	SINGLE FAM MDL01	LCD	1	2016	$314,000	$269,600	$583,600	$595,000	05/30/2008	$240,000	06/10/1986	$447,800	$530,900	13:30:38	601
869	53 DORCHESTER RD	408/  31/  /  / 	  4583/ 897	$365,300	$365,300	4.29	1010	SINGLE FAM MDL01	LCD	1	2016	$209,700	$155,600	$365,300	$0	12/11/2020	$4,000	12/29/1987	$289,800	$289,800	13:30:41	602
871	61 DORCHESTER RD	408/  33/  /  / 	  4199/0453	$548,600	$548,600	7.7	1010	SINGLE FAM MDL01	RD	1	2016	$367,100	$181,500	$548,600	$0	04/13/2016	$55,895	12/06/1989	$495,900	$495,900	13:30:43	603
872	63 DORCHESTER RD	408/  34/  /  / 	  2090/0463	$600,600	$687,200	20.20	1090	MULTI HSES	RD	2	2016	$397,900	$289,300	$687,200	$240,000	05/10/1994	$40,000	12/22/1987	$553,300	$631,900	13:30:45	604
873	30 CITADEL LN	408/  35/  /  / 	  4253/0813	$841,100	$1,313,300	141.00	1090	MULTI HSES	RD	3	2016	$525,300	$788,000	$1,313,300	$825,000	01/19/2017			$824,800	$1,254,300	13:30:49	605
874	18 CITADEL LN	408/  36/  /  / 	  4593/  84	$446,700	$446,700	9.4	1010	SINGLE FAM MDL01	RD	1	2016	$146,500	$300,200	$446,700	$0	01/11/2021	$394,000	07/24/2019	$405,200	$405,200	13:30:52	606
876	57 FRANKLIN HILL RD	408/  38/  /  / 	  4406/03301	$451,400	$540,400	16.85	1010	SINGLE FAM MDL01	RD	1	2016	$187,900	$352,500	$540,400	$425,000	12/11/2018			$404,500	$485,000	13:30:55	607
878	83 FRANKLIN HILL RD	408/  40/  /  / 	  4526/ 612	$662,000	$791,700	16	1010	SINGLE FAM MDL01	RD	1	2016	$325,900	$465,800	$791,700	$500,000	06/11/2020	$285,000	07/18/1996	$516,300	$634,000	13:30:57	608
879	7 HORTON LN	408/  41/  /  / 	  1090/0175	$348,000	$401,600	14.9	1010	SINGLE FAM MDL01	RD	1	2016	$183,200	$218,400	$401,600	$0				$297,600	$346,100	13:30:59	609
880	11 HORTON LN	408/  42/  /  / 	  4217/0999	$566,000	$608,700	11.69	1010	SINGLE FAM MDL01		1	2016	$384,400	$224,300	$608,700	$0	06/29/2016	$170,000	12/30/2014	$505,800	$544,500	13:31:03	610
100265	207 ORFORD RD	407/  53/  2000/  / 	  4385/0342	$635,000	$635,000	6.87	1010	SINGLE FAM MDL01		1	2016	$431,900	$203,100	$635,000	$520,000	08/30/2018	$115,000	04/29/2004	$515,900	$515,900	13:31:04	611
100302	54 BAKER HILL RD	409/  81/  /  / 	  3719/0681	$469,900	$469,900	4.13	1010	SINGLE FAM MDL01	SFR	1	2016	$263,600	$206,300	$469,900	$379,000	07/30/2010	$62,000	05/17/1993	$381,400	$381,400	13:31:07	612
959	173 DORCHESTER RD	409/  12/  2000/  / 	  3700/0590	$320,900	$320,900	0.34	1010	SINGLE FAM MDL01	LCD	1	2016	$208,300	$112,600	$320,900	$120,000	05/12/2010	$12,381	08/17/1993	$307,800	$307,800	13:31:09	613
326	188 DARTMOUTH COLLEGE HY	402/  32/  /  / 	002827/0527	$507,900	$507,900	2.26	1090	MULTI HSES		2	2016	$327,800	$180,100	$507,900	$474,000	05/29/2003	$248,400	10/03/2002	$476,900	$476,900	13:31:11	614
327	180 DARTMOUTH COLLEGE HY	402/  33/  /  / 	  4283/0905	$397,600	$397,600	4.3	1010	SINGLE FAM MDL01	RD	1	2016	$244,400	$153,200	$397,600	$105,000	05/15/2017	$110,000	03/28/2014	$270,500	$270,500	13:31:13	615
328	174 DARTMOUTH COLLEGE HY	402/  34/  /  / 	  4519/0079	$339,800	$339,800	2.9	1010	SINGLE FAM MDL01	RD	2	2016	$178,800	$161,000	$339,800	$0	05/13/2020	$369,000	11/21/2018	$325,500	$325,500	13:31:14	616
329	166 DARTMOUTH COLLEGE HY	402/  35/  /  / 	  3489/0943	$224,000	$224,000	0.47	1010	SINGLE FAM MDL01	RD	1	2016	$130,800	$93,200	$224,000	$200,000	02/08/2008	$125,000	12/07/2006	$188,900	$188,900	13:31:18	617
330	156 DARTMOUTH COLLEGE HY	402/  36/  /  / 	  1750/ 617	$362,000	$429,200	13.9	1010	SINGLE FAM MDL01		1	2016	$228,000	$201,200	$429,200	$48,839	07/15/1988			$277,000	$338,100	13:31:20	618
331	150 DARTMOUTH COLLEGE HY	402/  37/  /  / 	  2976/0847	$194,300	$194,300	1.5	1010	SINGLE FAM MDL01	RD	1	2016	$62,500	$131,800	$194,300	$0	04/05/2004	$10,000	03/01/2004	$171,100	$171,100	13:31:22	619
333	39 SHOESTRAP RD (OLD DUMP)	402/  39/  /  / 	 	$15,700	$15,700	1.8	9035	TOWN-PROP	RD	1	2016	$0	$15,700	$15,700	$0				$12,100	$12,100	13:31:26	620
1151	349 GOOSE POND RD	411/  6/  /  / 	  1448/0590	$347,500	$347,500	135	9000	US GOVT	RD	1	2016	$0	$347,500	$347,500	$0				$299,700	$299,700	13:31:29	621
1152	371 GOOSE POND RD	411/  7/  /  / 	 	$4,800	$311,600	59.98	6334	OTUNR-4	RD	1	2016	$0	$311,600	$311,600	$0				$4,800	$260,400	13:31:32	622
1154	354 GOOSE POND RD	411/  9/  /  / 	  1418/0867	$100,400	$100,400	5.4	9000	US GOVT	RD	1	2016	$0	$100,400	$100,400	$0				$79,000	$79,000	13:31:35	623
1155	334 GOOSE POND RD	411/  10/  /  / 	  3765/0365	$1,100	$217,300	17	6235	HWUNR-5	RD	1	2016	$0	$217,300	$217,300	$0	01/06/2011			$1,100	$168,200	13:31:38	624
1156	322 GOOSE POND RD	411/  11/  /  / 	  4123/0285	$492,800	$564,700	15	1010	SINGLE FAM MDL01	RD	1	2016	$343,100	$221,600	$564,700	$0	04/27/2015	$20,500	09/23/1977	$447,100	$512,400	13:31:40	625
1157	310 GOOSE POND RD	411/  12/  /  / 	  2549/0310	$202,200	$255,400	11.3	1010	SINGLE FAM MDL01	RD	1	2016	$77,200	$178,200	$255,400	$0	05/29/2001			$182,600	$230,900	13:31:42	626
1158	290 GOOSE POND RD	411/  13/  /  / 	  4182/ 565	$4,400	$304,500	37	6135	WPUNR-5	RD	1	2016	$0	$304,500	$304,500	$325,000	01/06/2016	$200,000	06/20/2006	$4,400	$249,000	13:31:46	627
1163	330 GRAFTON TK	412/  2/  /  / 	  4263/0357	$3,600	$205,000	55	6235	HWUNR-5	MFD	1	2016	$0	$205,000	$205,000	$0	01/17/2017			$3,600	$172,600	13:31:49	628
1164	280 GRAFTON TK	412/  3/  /  / 	  3848/0046	$102,500	$2,792,500	2076	6335	OTUNR-5	MFD	1	2016	$0	$2,792,500	$2,792,500	$0	12/30/2011	$2,150,000	09/06/2006	$102,500	$2,526,900	13:31:52	629
1166	107 GRAFTON TK	413/  2/  /  / 	  2325/0588	$337,300	$337,300	7	1010	SINGLE FAM MDL01	ELD	1	2016	$182,400	$154,900	$337,300	$85,000	07/01/1998			$312,100	$312,100	13:31:55	630
1167	117 GRAFTON TK	413/  3/  /  / 	  1459/0219	$296,600	$296,600	5.8	1010	SINGLE FAM MDL01	ELD	1	2016	$154,000	$142,600	$296,600	$0				$244,000	$244,000	13:31:58	631
1170	139 GRAFTON TK	413/  6/  /  / 	  1661/ 695	$433,300	$561,400	27.3	1010	SINGLE FAM MDL01	ELD	1	2016	$261,600	$299,800	$561,400	$100,000	04/16/1987			$417,400	$533,700	13:32:00	632
1173	210 GRAFTON TPK	413/  9/  /  / 	  1397/0757	$188,800	$323,100	66	1010	SINGLE FAM MDL01	ELD	1	2016	$58,600	$264,500	$323,100	$0				$97,600	$219,300	13:32:05	633
1177	21 TYLER HILL RD	413/  10/  /  / 	  4068/ 0339	$13,700	$324,600	286	6232	HWUNR-2	MFD	1	2016	$0	$324,600	$324,600	$257,467	07/07/2014			$13,700	$292,700	13:32:07	634
954	167 DORCHESTER RD	409/  10/  /  / 	  3294/0105	$290,800	$290,800	0.82	1010	SINGLE FAM MDL01		1	2016	$134,700	$156,100	$290,800	$0	06/08/2006	$120,000	09/13/1996	$263,900	$263,900	13:32:11	635
955	169 DORCHESTER RD	409/  11/  /  / 	  3566/0834	$216,000	$216,000	0.6	1010	SINGLE FAM MDL01	LCD	1	2016	$91,100	$124,900	$216,000	$0	11/21/2008	$100	01/18/1965	$172,800	$172,800	13:32:13	636
958	171 DORCHESTER RD	409/  12/  1000/  / 	  3894/0396	$420,200	$420,200	0.45	1010	SINGLE FAM MDL01	LCD	1	2016	$311,600	$108,600	$420,200	$390,000	06/26/2012	$160,000	04/30/2010	$368,300	$368,300	13:32:16	637
782	37+51 PINNACLE RD	407/  96/  1100/  / 	  2144/0358	$1,053,200	$1,168,500	43.10	1060	AC LND IMP	RD	2	2016	$813,800	$354,700	$1,168,500	$177,000	06/05/1995	$158,000	01/16/1986	$1,068,400	$1,172,700	13:32:17	638
783	45 PINNACLE RD	407/  96/  1200/  / 	  2173/0155	$246,900	$246,900	3.1	1010	SINGLE FAM MDL01	RD	1	2016	$94,200	$152,700	$246,900	$130,000	12/13/1995	$125,048	07/01/1992	$223,700	$223,700	13:32:19	639
784	39 PINNACLE RD	407/  96/  2000/  / 	  4173/ 290	$153,000	$153,000	5.59	1060	AC LND IMP	RD	1	2016	$11,200	$141,800	$153,000	$200,000	11/18/2015	$280,000	09/20/1993	$150,700	$150,700	13:32:20	640
786	63 PINNACLE RD	407/  98/  /  / 	  2612/0104	$692,600	$767,700	22.00	1010	SINGLE FAM MDL01		2	2016	$457,700	$310,000	$767,700	$2,666	12/14/2001	$170,000	08/22/1988	$730,900	$799,000	13:32:23	641
788	75 PINNACLE RD	407/  100/  /  / 	  4306/0019	$311,900	$311,900	5.1	1010	SINGLE FAM MDL01	RD	1	2016	$155,600	$156,300	$311,900	$170,000	08/20/2017	$272,533	10/18/2016	$217,300	$217,300	13:32:27	642
789	83 PINNACLE RD	407/  101/  /  / 	  4397/0481	$404,100	$496,200	10.73	1010	SINGLE FAM MDL01	RD	1	2016	$273,500	$222,700	$496,200	$425,000	10/26/2018	$84,900	04/16/1986	$296,500	$380,100	13:32:29	643
792	91 PINNACLE RD	407/  102/  1000/  / 	  4172/ 338	$594,300	$594,300	6.97	1010	SINGLE FAM MDL01	RD	1	2016	$413,000	$181,300	$594,300	$0	11/16/2015	$498,000	04/30/2014	$545,700	$545,700	13:32:32	644
793	109 PINNACLE RD	407/  102/  2000/  / 	002738/0560	$2,800	$268,100	37.78	6503	FARM-3	RD	1	2016	$0	$268,100	$268,100	$112,533	10/31/2002	$135,800	08/18/1986	$2,800	$222,500	13:32:34	645
363	5 SLOAN LN	402/  65/  /  / 	  4298/0564	$540,600	$540,600	0.66	1010	SINGLE FAM MDL01	RD	1	2016	$412,500	$128,100	$540,600	$497,266	07/18/2017	$214,000	03/03/2009	$423,100	$423,100	13:32:36	646
364	7 SLOAN LN	402/  66/  /  / 	  1149/0325	$212,700	$212,700	0.33	1010	SINGLE FAM MDL01	RD	1	2016	$114,400	$98,300	$212,700	$0				$156,200	$156,200	13:32:38	647
365	19 SLOAN LN	402/  67/  /  / 	  2294/0557	$802,300	$1,047,800	48.48	1090	MULTI HSES	RD	2	2016	$544,900	$502,900	$1,047,800	$0	01/16/1998	$225,000	06/05/1981	$743,000	$964,900	13:32:41	648
368	8 SLOAN LN	402/  70/  /  / 	  3529/0108	$354,600	$354,600	0.51	1010	SINGLE FAM MDL01	RD	1	2016	$242,900	$111,700	$354,600	$357,666	06/18/2008	$340,000	05/15/2002	$340,500	$340,500	13:32:45	649
369	264 RIVER RD	402/  71/  /  / 	  2238/0380	$718,000	$923,000	45.73	1010	SINGLE FAM MDL01	RD	1	2016	$477,100	$445,900	$923,000	$90,000	02/04/1997			$695,400	$868,700	13:32:48	650
370	240 RIVER RD	402/  72/  /  / 	  2364/0244	$312,000	$312,000	58	9200	NON PROFIT  MDL-00	RD	1	2016	$0	$312,000	$312,000	$175,000	09/23/1998	$4,000	11/11/1996	$255,600	$255,600	13:32:51	651
371	234 RIVER RD	402/  73/  /  / 	  4375/0574	$509,100	$509,100	2.18	1010	SINGLE FAM MDL01	RD	1	2016	$342,300	$166,800	$509,100	$515,000	07/19/2018	$480,000	12/07/2015	$477,500	$477,500	13:32:53	652
372	228 RIVER RD	402/  74/  1000/  / 	  4290/0633	$428,600	$428,600	9.8	1010	SINGLE FAM MDL01	RD	1	2016	$219,900	$208,700	$428,600	$0	06/15/2017	$407,000	10/15/2009	$409,300	$409,300	13:32:54	653
375	202 RIVER RD	402/  77/  /  / 	  4508/ 207	$260,800	$260,800	7.06	1300	RES ACLNDV	RD	1	2016	$0	$260,800	$260,800	$349,000	03/27/2020	$100,000	08/10/2006	$156,600	$156,600	13:32:56	654
376	192 RIVER RD	402/  78/  /  / 	  2998/0599	$551,200	$714,100	50.5	1010	SINGLE FAM MDL01	RD	1	2016	$387,900	$326,200	$714,100	$0	05/06/2004			$474,600	$622,600	13:32:59	655
966	185 DORCHESTER RD	409/  19/  /  / 	  3662/0521	$542,200	$542,200	0.87	1010	SINGLE FAM MDL01	LCD	1	2016	$376,200	$166,000	$542,200	$0	11/12/2009	$261,500	07/14/1997	$474,800	$474,800	13:33:02	656
