PID	Street Address	MBLU	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Assessment	Appraisal	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	
187	40 PRESTON RD	401/  2/  /  / 	43.5	1010	SINGLE FAM MDL01	RD	2	2016	"$351,200 "	"$344,600 "	"$695,800 "	"$544,300 "	"$695,800 "	$0 				
188	30 PRESTON RD	401/  3/  /  / 	13.87	1010	SINGLE FAM MDL01	RD	1	2016	"$329,500 "	"$275,100 "	"$604,600 "	"$547,900 "	"$604,600 "	"$425,000 "	4/21/17	"$80,000 "	4/20/05	
357	223 DARTMOUTH COLLEGE HY	402/  59/  /  / 	3.3	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$159,000 "	"$159,000 "	"$159,000 "	"$159,000 "	$0 	12/31/93			
358	229 DARTMOUTH COLLEGE HY	402/  60/  /  / 	0.38	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$9,300 "	"$9,300 "	"$9,300 "	"$9,300 "	$0 	6/27/12			
359	233 DARTMOUTH COLLEGE HY	402/  61/  /  / 	1.1	1010	SINGLE FAM MDL01	RD	1	2016	"$92,400 "	"$135,100 "	"$227,500 "	"$227,500 "	"$227,500 "	$0 	6/25/84	"$4,500 "	4/20/46	
360	241 DARTMOUTH COLLEGE HY	402/  62/  /  / 	0.62	1010	SINGLE FAM MDL01	RD	1	2016	"$128,100 "	"$101,800 "	"$229,900 "	"$229,900 "	"$229,900 "	$0 	5/3/16			
361	259 DARTMOUTH COLLEGE HY	402/  63/  /  / 	40	1010	SINGLE FAM MDL01	RD	1	2016	"$344,600 "	"$367,400 "	"$712,000 "	"$501,200 "	"$712,000 "	"$4,000 "	1/14/98	"$218,000 "	8/10/87	
115	21 PLEASANT ST	201/  79/  1000/  / 	22	1010	SINGLE FAM MDL01	LCD	1	2016	"$221,200 "	"$258,500 "	"$479,700 "	"$358,900 "	"$479,700 "	$0 	6/6/19			
116	23 PLEASANT ST	201/  79/  2000/  / 	2.08	1010	SINGLE FAM MDL01	LCD	1	2016	"$249,500 "	"$148,200 "	"$397,700 "	"$397,700 "	"$397,700 "	$0 	2/17/95			
118	7 BRITTON LN	201/  81/  /  / 	5.3	3130	LUMBER YRD	RD	1	2016	"$155,800 "	"$527,700 "	"$683,500 "	"$683,500 "	"$683,500 "	"$650,000 "	9/18/07	"$62,500 "	3/31/95	
377	64 SHOESTRAP RD	402/  79/  /  / 	115	1010	SINGLE FAM MDL01	RD	1	2016	"$34,900 "	"$462,600 "	"$497,500 "	"$183,700 "	"$497,500 "	$0 				
378	136 RIVER RD	402/  80/  /  / 	0.63	1010	SINGLE FAM MDL01	RD	1	2016	"$275,300 "	"$128,400 "	"$403,700 "	"$403,700 "	"$403,700 "	"$105,000 "	7/27/09	"$111,533 "	10/7/05	
380	3 MAPLE LN	402/  82/  /  / 	2.1	1010	SINGLE FAM MDL01	RD	1	2016	"$184,800 "	"$157,400 "	"$342,200 "	"$342,200 "	"$342,200 "	$0 	8/24/20	"$349,000 "	3/27/20	
381	2 MAPLE LN	402/  83/  /  / 	0.53	1010	SINGLE FAM MDL01	RD	1	2016	"$73,000 "	"$107,800 "	"$180,800 "	"$180,800 "	"$180,800 "	"$190,000 "	6/8/20	"$147,500 "	3/30/16	
835	96 ORFORD RD	407/  139/  /  / 	7.39	1010	SINGLE FAM MDL01	RD	2	2016	"$342,000 "	"$236,200 "	"$578,200 "	"$578,200 "	"$578,200 "	$0 	12/15/94	"$4,000 "	6/23/88	
836	92 ORFORD RD	407/  140/  /  / 	14.84	1060	AC LND IMP	RD	1	2016	"$8,800 "	"$249,300 "	"$258,100 "	"$24,500 "	"$258,100 "	"$659,000 "	9/22/14	"$345,000 "	9/5/01	
837	84 ORFORD RD	407/  141/  /  / 	1.59	1090	MULTI HSES	RD	3	2016	"$477,800 "	"$212,000 "	"$689,800 "	"$688,600 "	"$689,800 "	$0 	10/12/18	"$659,000 "	9/22/14	
838	16 BRITTON LN	408/  1/  /  / 	4.1	1010	SINGLE FAM MDL01	RD	1	2016	"$258,300 "	"$142,000 "	"$400,300 "	"$400,300 "	"$400,300 "	"$440,000 "	4/16/18	"$130,000 "	12/9/92	
840	11 ORFORD RD	408/  3/  /  / 	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	"$89,500 "	"$130,700 "	"$220,200 "	"$220,200 "	"$220,200 "	"$1,000 "	10/13/20			
841	13 ORFORD RD	408/  4/  /  / 	1.3	3400	OFFICE BLD  MDL-94	RD	3	2016	"$543,500 "	"$205,900 "	"$749,400 "	"$749,400 "	"$749,400 "	$0 	7/13/05			
842	15 ORFORD RD	408/  5/  /  / 	0.47	1010	SINGLE FAM MDL01	RD	1	2016	"$116,900 "	"$93,200 "	"$210,100 "	"$210,100 "	"$210,100 "	$0 	7/30/08	"$75,000 "	2/3/99	
843	23 ORFORD RD	408/  6/  /  / 	3.6	1010	SINGLE FAM MDL01	RD	1	2016	"$83,600 "	"$152,200 "	"$235,800 "	"$235,800 "	"$235,800 "	$0 	3/23/07	"$4,000 "	9/23/93	
844	27 ORFORD RD	408/  7/  /  / 	45.8	1013	SFR WATER  MDL-01	RD	1	2016	"$4,300 "	"$297,500 "	"$301,800 "	"$93,200 "	"$301,800 "	$0 	12/9/03			
845	35 ORFORD RD	408/  8/  /  / 	2	1010	SINGLE FAM MDL01	RD	1	2016	"$211,500 "	"$141,600 "	"$353,100 "	"$353,100 "	"$353,100 "	"$4,000 "	11/8/88			
846	41 ORFORD RD	408/  9/  /  / 	3.8	9010	STATE NH	RD	1	2016	$0 	"$113,800 "	"$113,800 "	"$113,800 "	"$113,800 "	$0 				
849	92 POST POND LN (LAND ONLY)	408/  12/  /  / 	19.6	9035	TOWN-PROP	RD	1	2016	$0 	"$117,700 "	"$117,700 "	"$117,700 "	"$117,700 "	$0 				
760	165 WHIPPLE HILL RD	407/  80/  /  / 	51.6	1300	RES ACLNDV		1	2016	$0 	"$289,600 "	"$289,600 "	"$136,500 "	"$289,600 "	"$210,000 "	7/6/12	"$250,000 "	1/30/09	
762	160 WHIPPLE HILL RD	407/  81/  /  / 	21.2	6303	OTM-3		1	2016	$0 	"$181,700 "	"$181,700 "	$500 	"$181,700 "	"$112,466 "	10/31/02	"$20,000 "	2/6/90	
765	132 WHIPPLE HILL RD	407/  84/  /  / 	11.4	1010	SINGLE FAM MDL01	RD	1	2016	"$313,700 "	"$222,400 "	"$536,100 "	"$464,100 "	"$536,100 "	"$527,500 "	9/30/20	"$347,670 "	5/10/00	
101502	44 BLISS LN	410/  51/  /  / 	8.1	1320	RES ACLNUD	RD	1	2016	$0 	"$13,400 "	"$13,400 "	"$13,400 "	"$13,400 "	$0 	4/27/01			
101522	"Problem loading parcel PID 101522, Map 408 Lot 1.2"																	
101523	44 BRITTON LN	408/  1/  0100/  / 	30.08	1010	SINGLE FAM MDL01	RD	1	2016	"$244,100 "	"$243,600 "	"$487,700 "	"$381,500 "	"$487,700 "	$0 	11/19/04	"$100,000 "	8/8/01	
101542	675 RIVER RD	405/  33/  /  / 	105.9	1013	SFR WATER  MDL-01	RD	1	2016	"$203,700 "	"$1,088,400 "	"$1,292,100 "	"$531,100 "	"$1,292,100 "	$0 	3/4/03			
769	144 ORFORD RD	407/  88/  /  / 	3.15	1010	SINGLE FAM MDL01	RD	1	2016	"$195,800 "	"$149,200 "	"$345,000 "	"$345,000 "	"$345,000 "	"$369,000 "	10/25/19	"$283,000 "	9/18/08	
770	124 ORFORD RD	407/  89/  /  / 	25.52	6505	FARM-5	RD	1	2016	$0 	"$269,900 "	"$269,900 "	"$6,400 "	"$269,900 "	$0 				
101562	626 DORCHESTER RD	421/  22/  /  / 	213	1060	AC LND IMP	RD	1	2016	$900 	"$378,900 "	"$379,800 "	"$16,600 "	"$379,800 "	"$100,000 "	1/31/19			
772	11 PINNACLE RD	407/  91/  /  / 	3	1010	SINGLE FAM MDL01	RD	1	2016	"$256,700 "	"$176,600 "	"$433,300 "	"$433,300 "	"$433,300 "	"$141,000 "	8/7/86			
306	69 WASHBURN HILL RD	402/  14/  /  / 	3.1	1010	SINGLE FAM MDL01	RD	1	2016	"$254,500 "	"$220,000 "	"$474,500 "	"$474,500 "	"$474,500 "	$0 				
307	77 WASHBURN HILL RD	402/  15/  1000/  / 	18.44	1010	SINGLE FAM MDL01	RD	1	2016	"$498,100 "	"$362,500 "	"$860,600 "	"$758,500 "	"$860,600 "	$0 	3/9/15	"$779,000 "	8/2/12	
308	64 WASHBURN HILL RD	402/  16/  /  / 	3.31	1010	SINGLE FAM MDL01	RD	1	2016	"$280,100 "	"$196,600 "	"$476,700 "	"$476,700 "	"$476,700 "	"$225,000 "	4/15/88			
309	66 WASHBURN HILL RD	402/  17/  /  / 	79.7	1010	SINGLE FAM MDL01	RD	1	2016	"$283,200 "	"$571,900 "	"$855,100 "	"$590,000 "	"$855,100 "	"$700,000 "	1/29/16	"$220,000 "	2/27/85	
310	108 PRESTON RD	402/  18/  2000/  / 	15.78	1010	SINGLE FAM MDL01	RD	1	2016	"$511,300 "	"$244,800 "	"$756,100 "	"$694,700 "	"$756,100 "	$0 	4/9/21	"$150,000 "	5/4/04	
313	50 PRESTON RD	402/  21/  /  / 	48.8	1010	SINGLE FAM MDL01	RD	1	2016	"$675,600 "	"$661,400 "	"$1,337,000 "	"$1,105,700 "	"$1,337,000 "	"$1,325,000 "	7/16/20	"$1,236,800 "	7/16/04	
315	45 PRESTON RD	402/  23/  /  / 	7	1040	TWO FAMILY		1	2016	"$484,200 "	"$174,900 "	"$659,100 "	"$659,100 "	"$659,100 "	$0 	6/3/97	"$30,000 "	5/3/88	
316	55 PRESTON RD	402/  24/  /  / 	10	1010	SINGLE FAM MDL01	RD	1	2016	"$229,500 "	"$180,700 "	"$410,200 "	"$410,200 "	"$410,200 "	"$380,000 "	9/30/05			
319	69 PRESTON RD	402/  26/  1000/  / 	5.09	1010	SINGLE FAM MDL01	RD	1	2016	"$381,800 "	"$222,900 "	"$604,700 "	"$604,700 "	"$604,700 "	$0 	12/17/09			
320	81 PRESTON RD	402/  26/  2000/  / 	57.7	6514	FARMR-4	RD	1	2016	$0 	"$433,100 "	"$433,100 "	"$9,700 "	"$433,100 "	$0 	12/17/09			
321	97 PRESTON RD	402/  27/  /  / 	1.1	1010	SINGLE FAM MDL01	RD	1	2016	"$74,900 "	"$140,500 "	"$215,400 "	"$215,400 "	"$215,400 "	$0 				
322	20 WASHBURN HILL RD	402/  28/  /  / 	22	1300	RES ACLNDV	RD	1	2016	$0 	"$273,200 "	"$273,200 "	"$151,200 "	"$273,200 "	$0 				
323	218 DARTMOUTH COLLEGE HY	402/  29/  /  / 	2	1010	SINGLE FAM MDL01	RD	1	2016	"$149,300 "	"$143,800 "	"$293,100 "	"$293,100 "	"$293,100 "	"$299,000 "	4/27/20	"$188,000 "	4/1/15	
324	208 DARTMOUTH COLLEGE HY	402/  30/  /  / 	1.5	1010	SINGLE FAM MDL01	RD	1	2016	"$285,200 "	"$137,800 "	"$423,000 "	"$423,000 "	"$423,000 "	"$436,000 "	11/24/15	"$410,000 "	4/9/13	
382	116 RIVER RD	402/  84/  /  / 	0.94	1010	SINGLE FAM MDL01	RD	1	2016	"$150,900 "	"$158,900 "	"$309,800 "	"$309,800 "	"$309,800 "	"$286,534 "	6/3/14	"$4,000 "	6/1/93	
384	91 RIVER RD	402/  86/  /  / 	18	1013	SFR WATER  MDL-01	RD	1	2016	"$115,100 "	"$446,700 "	"$561,800 "	"$356,900 "	"$561,800 "	$0 	1/1/03	"$4,000 "	4/23/93	
385	101 RIVER RD	402/  87/  /  / 	1.55	1040	TWO FAMILY	RD	1	2016	"$285,900 "	"$172,600 "	"$458,500 "	"$458,500 "	"$458,500 "	$0 				
387	111 RIVER RD (HEWES BROOK PRE	402/  89/  /  / 	1	9035	TOWN-PROP	RD	1	2016	$0 	"$32,300 "	"$32,300 "	"$32,300 "	"$32,300 "	$0 	1/18/02	"$90,000 "	3/30/99	
388	117 RIVER RD	402/  90/  /  / 	3.5	1320	RES ACLNUD	RD	1	2016	$0 	"$73,500 "	"$73,500 "	"$73,500 "	"$73,500 "	$0 	12/11/12			
390	129 RIVER RD	402/  92/  /  / 	8.6	1300	RES ACLNDV	RD	1	2016	$0 	"$454,600 "	"$454,600 "	"$454,600 "	"$454,600 "	"$550,000 "	6/26/06	"$4,000 "	10/12/88	
391	131 RIVER RD	402/  93/  /  / 	1.3	1013	SFR WATER  MDL-01	RD	1	2016	"$147,800 "	"$321,300 "	"$469,100 "	"$469,100 "	"$469,100 "	$0 	9/12/09	$500 	3/31/61	
392	133+137 RIVER RD	402/  94/  /  / 	2.3	1013	SFR WATER  MDL-01	RD	1	2016	"$490,100 "	"$360,300 "	"$850,400 "	"$850,400 "	"$850,400 "	$0 	6/4/08	"$134,000 "	6/24/97	
394	139 RIVER RD	402/  96/  /  / 	1.8	1093	MLTI HS WF	RD	2	2016	"$371,100 "	"$355,400 "	"$726,500 "	"$726,500 "	"$726,500 "	"$110,000 "	4/1/94	"$68,500 "	9/17/86	
395	143 RIVER RD	402/  97/  /  / 	2.33	1013	SFR WATER  MDL-01	RD	1	2016	"$319,100 "	"$335,700 "	"$654,800 "	"$654,800 "	"$654,800 "	$0 	12/8/09	"$99,533 "	10/14/05	
102712	24 HIGH ST (HIGHLAND CEMETER	201/  110/  2000/  / 	6.57	9030	MUNICPAL  MDL-00	LCD	1	2016	"$11,100 "	"$246,900 "	"$258,000 "	"$258,000 "	"$258,000 "	$0 	9/10/03			
398	155 RIVER RD	402/  100/  /  / 	2.15	1013	SFR WATER  MDL-01	RD	1	2016	"$573,400 "	"$353,700 "	"$927,100 "	"$927,100 "	"$927,100 "	$0 	11/8/19	"$99,533 "	10/14/05	
399	161 RIVER RD	402/  101/  /  / 	1	1013	SFR WATER  MDL-01	RD	2	2016	"$356,900 "	"$393,200 "	"$750,100 "	"$750,100 "	"$750,100 "	$0 	8/12/15	"$300,000 "	9/5/02	
400	207 RIVER RD	402/  102/  /  / 	1.8	1040	TWO FAMILY	RD	1	2016	"$339,100 "	"$163,100 "	"$502,200 "	"$502,200 "	"$502,200 "	$0 	6/20/17	"$200,000 "	6/11/97	
402	261 RIVER RD	402/  104/  /  / 	6.6	1093	MLTI HS WF	RD	2	2016	"$1,391,300 "	"$1,205,000 "	"$2,596,300 "	"$2,596,300 "	"$2,596,300 "	"$1,900,000 "	9/13/07	"$4,000 "	3/2/93	
405	300 DARTMOUTH COLLEGE HY	403/  3/  /  / 	1.2	1010	SINGLE FAM MDL01	RD	1	2016	"$147,800 "	"$143,300 "	"$291,100 "	"$291,100 "	"$291,100 "	"$116,685 "	8/10/90			
407	39 EAST THETFORD RD	403/  5/  /  / 	41.08	6516	FARMR-6	RD	1	2016	$0 	"$420,900 "	"$420,900 "	"$13,900 "	"$420,900 "	$0 	12/19/19	"$88,000 "	10/23/96	
408	53 EAST THETFORD RD	403/  6/  /  / 	1	1010	SINGLE FAM MDL01	RD	1	2016	"$171,500 "	"$148,500 "	"$320,000 "	"$320,000 "	"$320,000 "	"$199,500 "	7/9/96			
415	79 EAST THETFORD RD	403/  8/  /  / 	24.03	1010	SINGLE FAM MDL01	RD	1	2016	"$242,800 "	"$371,700 "	"$614,500 "	"$455,600 "	"$614,500 "	"$135,200 "	1/12/98	"$4,000 "	12/2/97	
417	101 EAST THETFORD RD	403/  9/  /  / 	52.81	1060	AC LND IMP	RD	1	2016	"$34,800 "	"$608,700 "	"$643,500 "	"$55,700 "	"$643,500 "	"$689,000 "	1/19/17	"$500,000 "	6/23/15	
418	119 EAST THETFORD RD	403/  10/  /  / 	5.81	1010	SINGLE FAM MDL01	RD	1	2016	"$442,900 "	"$205,700 "	"$648,600 "	"$648,600 "	"$648,600 "	$0 	4/8/11	"$450,000 "	7/7/01	
432	299 RIVER RD	403/  15/  /  / 	0.15	1320	RES ACLNUD	RD	1	2016	$0 	"$23,700 "	"$23,700 "	"$23,700 "	"$23,700 "	"$15,000 "	2/2/01			
427	125 EAST THETFORD RD	403/  11/  /  / 	2.63	1010	SINGLE FAM MDL01	RD	1	2016	"$317,000 "	"$162,800 "	"$479,800 "	"$479,800 "	"$479,800 "	"$420,000 "	9/14/10	"$410,000 "	10/10/07	
101183	 WHIPPLE HILL RD	407/  86/  3000/  / 	8.34	6324	OTUN-4	RD	1	2016	$0 	"$65,400 "	"$65,400 "	$400 	"$65,400 "	$0 	3/21/01	"$500,000 "	11/18/86	
100061	"Problem loading parcel PID 100061, Map 201 Lot 80"																	
429	278 RIVER RD	403/  12/  /  / 	11.66	1010	SINGLE FAM MDL01	RD	1	2016	"$553,700 "	"$262,800 "	"$816,500 "	"$726,100 "	"$816,500 "	"$345,048 "	1/23/92			
101202	 WHIPPLE HILL RD	407/  86/  4000/  / 	9.56	6325	OTUN-5	RD	1	2016	$0 	"$231,200 "	"$231,200 "	"$3,100 "	"$231,200 "	$0 	3/21/01	"$500,000 "	11/18/86	
100502	85 DARTMOUTH COLLEGE HY #4010	401/  55/  401/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$421,200 "	$0 	"$421,200 "	"$421,200 "	"$421,200 "	"$487,600 "	6/14/17	"$395,533 "	9/1/09	
100503	85 DARTMOUTH COLLEGE HY #4040	401/  55/  404/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$233,700 "	$0 	"$233,700 "	"$233,700 "	"$233,700 "	"$327,500 "	8/16/19	"$250,000 "	10/24/16	
434	303 RIVER RD	403/  17/  /  / 	0.21	1013	SFR WATER  MDL-01	RD	1	2016	"$61,800 "	"$184,300 "	"$246,100 "	"$246,100 "	"$246,100 "	"$75,000 "	6/26/98	"$42,857 "	9/7/93	
435	307 RIVER RD	403/  18/  /  / 	0.15	1013	SFR WATER  MDL-01	RD	1	2016	"$109,900 "	"$182,600 "	"$292,500 "	"$292,500 "	"$292,500 "	"$235,000 "	12/28/10	"$275,000 "	9/29/09	
436	311 RIVER RD	403/  19/  /  / 	0.37	1030	MOBILE HOM  MDL-02	RD	1	2016	"$60,300 "	"$205,800 "	"$266,100 "	"$266,100 "	"$266,100 "	$0 	2/19/19			
437	315 RIVER RD	403/  20/  /  / 	0.92	1093	MLTI HS WF	RD	2	2016	"$648,100 "	"$378,100 "	"$1,026,200 "	"$1,026,200 "	"$1,026,200 "	$0 	5/27/03	"$299,000 "	6/15/98	
438	319 RIVER RD	403/  21/  /  / 	0.69	1040	TWO FAMILY	RD	1	2016	"$308,800 "	"$261,700 "	"$570,500 "	"$570,500 "	"$570,500 "	$0 	5/30/12	"$189,000 "	7/7/95	
440	327 RIVER RD	403/  23/  /  / 	0.58	1013	SFR WATER  MDL-01	RD	1	2016	"$53,000 "	"$228,900 "	"$281,900 "	"$281,900 "	"$281,900 "	"$185,000 "	3/30/20			
441	331 RIVER RD	403/  24/  /  / 	3.7	1093	MLTI HS WF	RD	2	2016	"$385,000 "	"$455,200 "	"$840,200 "	"$840,200 "	"$840,200 "	"$550,000 "	2/10/03	"$38,000 "	9/6/89	
442	339 RIVER RD	403/  25/  /  / 	0.66	1090	MULTI HSES		2	2016	"$229,500 "	"$196,700 "	"$426,200 "	"$426,200 "	"$426,200 "	$0 	5/30/03	"$135,000 "	12/12/98	
446	376 RIVER RD	403/  29/  1000/  / 	93.05	1010	SINGLE FAM MDL01	RD	1	2016	"$394,400 "	"$344,100 "	"$738,500 "	"$611,000 "	"$738,500 "	"$695,000 "	2/24/20			
447	37 LAMPHIRE HILL LN	403/  30/  /  / 	4.93	1010	SINGLE FAM MDL01	RD	1	2016	"$191,200 "	"$228,500 "	"$419,700 "	"$419,700 "	"$419,700 "	"$160,000 "	2/19/92			
448	41 LAMPHIRE HILL LN	403/  31/  /  / 	16	1010	SINGLE FAM MDL01	RD	1	2016	"$416,800 "	"$307,500 "	"$724,300 "	"$672,200 "	"$724,300 "	"$625,000 "	9/14/15	"$339,500 "	11/4/10	
450	70 LAMPHIRE HILL LN	403/  33/  /  / 	392.2	1090	MULTI HSES	RD	2	2016	"$561,400 "	"$972,100 "	"$1,533,500 "	"$873,800 "	"$1,533,500 "	"$84,000 "	11/3/14			
453	"Problem loading parcel PID 453, Map 403 Lot 36"																	
454	34 LAMPHIRE HILL LN	403/  37/  /  / 	147	1010	SINGLE FAM MDL01	RD	1	2016	"$586,400 "	"$840,000 "	"$1,426,400 "	"$830,200 "	"$1,426,400 "	$0 	4/23/05			
457	360 RIVER RD	403/  40/  /  / 	34.94	1010	SINGLE FAM MDL01	RD	1	2016	"$818,800 "	"$409,400 "	"$1,228,200 "	"$1,044,500 "	"$1,228,200 "	"$4,000 "	3/14/97			
458	336 RIVER RD	403/  41/  /  / 	5.1	1010	SINGLE FAM MDL01	RD	1	2016	"$234,800 "	"$225,200 "	"$460,000 "	"$460,000 "	"$460,000 "	"$575,000 "	4/20/16	"$330,000 "	4/29/05	
459	330 RIVER RD	403/  42/  /  / 	4.48	1010	SINGLE FAM MDL01	RD	1	2016	"$293,400 "	"$192,000 "	"$485,400 "	"$485,400 "	"$485,400 "	$0 	4/20/16	"$213,333 "	6/17/85	
460	120 EAST THETFORD RD	403/  43/  /  / 	28.1	1010	SINGLE FAM MDL01	RD	1	2016	"$479,100 "	"$279,000 "	"$758,100 "	"$680,900 "	"$758,100 "	$0 	7/16/12	"$118,500 "	9/26/97	
461	106 EAST THETFORD RD	403/  44/  /  / 	22	1010	SINGLE FAM MDL01	RD	1	2016	"$673,400 "	"$311,800 "	"$985,200 "	"$906,400 "	"$985,200 "	"$200,000 "	12/7/18	"$2,666 "	5/10/02	
462	84 EAST THETFORD RD	403/  45/  /  / 	13	1040	TWO FAMILY	RD	2	2016	"$544,600 "	"$246,100 "	"$790,700 "	"$737,300 "	"$790,700 "	"$579,533 "	12/18/12	"$425,048 "	7/26/91	
463	72 EAST THETFORD RD	403/  46/  /  / 	30.68	6516	FARMR-6	RD	1	2016	$0 	"$372,200 "	"$372,200 "	"$4,200 "	"$372,200 "	$0 	4/23/05	"$92,000 "	12/2/97	
465	7 RECORDRIDGE LN	403/  47/  /  / 	36.2	6516	FARMR-6	RD	1	2016	$0 	"$250,900 "	"$250,900 "	"$12,300 "	"$250,900 "	"$800,000 "	12/8/06	"$525,000 "	8/9/01	
469	15 RECORDRIDGE LN	403/  48/  /  / 	10.2	1010	SINGLE FAM MDL01	RD	1	2016	"$725,500 "	"$271,500 "	"$997,000 "	"$997,000 "	"$997,000 "	"$800,000 "	12/8/06	"$525,000 "	8/9/01	
472	26 RECORDRIDGE LN	403/  51/  /  / 	14.9	1010	SINGLE FAM MDL01	RD	1	2016	"$715,000 "	"$241,600 "	"$956,600 "	"$890,300 "	"$956,600 "	"$135,048 "	1/31/92	"$123,474 "	1/10/90	
473	24 RECORDRIDGE LN	403/  52/  /  / 	10.4	1010	SINGLE FAM MDL01	RD	1	2016	"$535,100 "	"$210,400 "	"$745,500 "	"$745,500 "	"$745,500 "	"$85,048 "	2/17/93	"$104,000 "	7/1/91	
474	20 RECORDRIDGE LN	403/  53/  /  / 	5.7	1010	SINGLE FAM MDL01		1	2016	"$319,200 "	"$200,000 "	"$519,200 "	"$519,200 "	"$519,200 "	"$146,000 "	6/9/03	"$100,000 "	2/3/92	
475	18 EAST THETFORD RD	403/  54/  /  / 	40.7	1040	TWO FAMILY	RD	1	2016	"$566,600 "	"$379,600 "	"$946,200 "	"$781,200 "	"$946,200 "	"$500,000 "	12/19/14			
476	23 STORRS HILL LN	404/  1/  /  / 	37.4	1010	SINGLE FAM MDL01	RD	1	2016	"$285,600 "	"$334,600 "	"$620,200 "	"$477,900 "	"$620,200 "	"$475,000 "	10/9/19			
478	46 STORRS HILL LN	404/  3/  /  / 	215	1040	TWO FAMILY	RD	1	2016	"$270,800 "	"$522,200 "	"$793,000 "	"$461,300 "	"$793,000 "	$0 	9/7/04			
479	28 STORRS HILL LN	404/  4/  /  / 	103	1010	SINGLE FAM MDL01	RD	1	2016	"$750,500 "	"$609,400 "	"$1,359,900 "	"$1,058,300 "	"$1,359,900 "	$0 	6/24/09	"$395,048 "	4/24/92	
480	97 NORTH THETFORD RD	404/  5/  /  / 	13.2	1010	SINGLE FAM MDL01	RD	1	2016	"$247,100 "	"$232,000 "	"$479,100 "	"$409,400 "	"$479,100 "	$0 	2/15/07			
482	105 NORTH THETFORD RD	404/  7/  /  / 	15	1010	SINGLE FAM MDL01	RD	1	2016	"$308,300 "	"$229,800 "	"$538,100 "	"$462,900 "	"$538,100 "	"$525,000 "	6/18/13	"$633,200 "	5/1/08	
483	111 NORTH THETFORD RD	404/  8/  /  / 	0.06	1320	RES ACLNUD	RD	1	2016	$0 	$700 	$700 	$700 	$700 	$0 	7/24/12			
484	131 NORTH THETFORD RD	404/  9/  /  / 	2.3	1010	SINGLE FAM MDL01	RD	1	2016	"$396,600 "	"$182,200 "	"$578,800 "	"$578,800 "	"$578,800 "	$0 	4/30/18	"$97,619 "	9/23/93	
486	161 NORTH THETFORD RD	404/  11/  /  / 	8.16	1110	APT 4-UNT  MDL-01	RD	1	2016	"$367,800 "	"$218,100 "	"$585,900 "	"$585,900 "	"$585,900 "	$0 	3/23/07	"$4,000 "	9/23/93	
487	175 NORTH THETFORD RD	404/  12/  /  / 	1.84	1010	SINGLE FAM MDL01	RD	1	2016	"$165,100 "	"$180,000 "	"$345,100 "	"$345,100 "	"$345,100 "	"$325,000 "	11/21/12	"$112,000 "	7/26/82	
488	534 RIVER RD	404/  13/  /  / 	1.78	1010	SINGLE FAM MDL01	RD	1	2016	"$309,400 "	"$248,800 "	"$558,200 "	"$558,200 "	"$558,200 "	"$146,467 "	6/21/93	"$20,000 "	12/14/60	
490	526 RIVER RD	404/  15/  /  / 	0.98	1010	SINGLE FAM MDL01	RD	1	2016	"$289,700 "	"$211,700 "	"$501,400 "	"$501,400 "	"$501,400 "	$0 	11/18/04			
492	520 RIVER RD	404/  17/  /  / 	5.83	1010	SINGLE FAM MDL01	RD	1	2016	"$124,500 "	"$198,600 "	"$323,100 "	"$323,100 "	"$323,100 "	"$278,533 "	6/2/09			
493	498 RIVER RD	404/  18/  /  / 	66.1	1010	SINGLE FAM MDL01	RD	1	2016	"$424,100 "	"$693,200 "	"$1,117,300 "	"$682,000 "	"$1,117,300 "	$0 	11/22/05			
494	474 RIVER RD	404/  19/  /  / 	120	1080	SFR/ACC UNIT	RD	1	2016	"$978,200 "	"$559,900 "	"$1,538,100 "	"$1,267,500 "	"$1,538,100 "	"$362,533 "	11/5/14			
495	429 RIVER RD	404/  20/  /  / 	7.36	1013	SFR WATER  MDL-01	RD	1	2016	"$308,000 "	"$333,700 "	"$641,700 "	"$641,700 "	"$641,700 "	$0 	9/15/04	"$262,000 "	6/29/95	
501	535 RIVER RD	404/  26/  /  / 	0.96	1013	SFR WATER  MDL-01	RD	1	2016	"$63,500 "	"$199,300 "	"$262,800 "	"$262,800 "	"$262,800 "	"$20,500 "	9/9/76	"$20,000 "	12/14/60	
506	21 GREGORY RD	404/  31/  /  / 	9	1010	SINGLE FAM MDL01		1	2016	"$580,400 "	"$356,800 "	"$937,200 "	"$937,200 "	"$937,200 "	"$650,000 "	5/24/10	"$625,000 "	5/22/03	
507	560 RIVER RD	404/  32/  /  / 	122.5	1090	MULTI HSES	RD	4	2016	"$326,000 "	"$653,800 "	"$979,800 "	"$610,500 "	"$979,800 "	$0 	3/9/20	"$4,000 "	1/4/94	
509	25 BRECK HILL RD	404/  34/  /  / 	1.7	1010	SINGLE FAM MDL01	RD	1	2016	"$339,400 "	"$260,800 "	"$600,200 "	"$600,200 "	"$600,200 "	"$612,533 "	6/18/13	"$295,000 "	8/23/05	
